code,name,naver_label
000990,DB하이텍,반도체 대표주(생산)
000660,SK하이닉스,반도체 대표주(생산)
005930,삼성전자,반도체 대표주(생산)
078930,GS,정유
010950,S-Oil,정유
096770,SK이노베이션,정유
005940,NH투자증권,증권
001720,신영증권,증권
001290,상상인증권,증권
001200,유진투자증권,증권
039490,키움증권,증권
001510,SK증권,증권
030210,다올투자증권,증권
016360,삼성증권,증권
003470,유안타증권,증권
001500,현대차증권,증권
078020,LS증권,증권
003530,한화투자증권,증권
001750,한양증권,증권
001270,부국증권,증권
016610,DB증권,증권
030610,교보증권,증권
071050,한국금융지주,증권
003540,대신증권,증권
006800,미래에셋증권,증권
003460,유화증권,증권
190650,코리아에셋투자증권,증권
161390,한국타이어앤테크놀로지,타이어
000240,한국앤컴퍼니,타이어
073240,금호타이어,타이어
002350,넥센타이어,타이어
005720,넥센,타이어
120110,코오롱인더,타이어
298020,효성티앤씨,타이어
011780,금호석유화학,타이어
298050,HS효성첨단소재,타이어
145210,다이나믹디자인,타이어
078930,GS,LPG(액화석유가스)
017940,E1,LPG(액화석유가스)
128820,대성산업,LPG(액화석유가스)
010950,S-Oil,LPG(액화석유가스)
096770,SK이노베이션,LPG(액화석유가스)
014530,극동유화,LPG(액화석유가스)
000440,중앙에너비스,LPG(액화석유가스)
018670,SK가스,LPG(액화석유가스)
024060,흥구석유,LPG(액화석유가스)
078930,GS,냉각시스템(액침냉각 등)
034730,SK,냉각시스템(액침냉각 등)
060310,3S,냉각시스템(액침냉각 등)
107640,한중엔시에스,냉각시스템(액침냉각 등)
012450,한화에어로스페이스,냉각시스템(액침냉각 등)
036200,유니셈,냉각시스템(액침냉각 등)
096770,SK이노베이션,냉각시스템(액침냉각 등)
083450,GST,냉각시스템(액침냉각 등)
066570,LG전자,냉각시스템(액침냉각 등)
053080,케이엔솔,냉각시스템(액침냉각 등)
396470,워트,냉각시스템(액침냉각 등)
035080,그래디언트,야놀자(Yanolja)
003530,한화투자증권,야놀자(Yanolja)
019550,SBI인베스트먼트,야놀자(Yanolja)
088350,한화생명,야놀자(Yanolja)
027360,아주IB투자,야놀자(Yanolja)
005940,NH투자증권,STO(토큰증권 발행)
124500,아이티센글로벌,STO(토큰증권 발행)
001200,유진투자증권,STO(토큰증권 발행)
039490,키움증권,STO(토큰증권 발행)
001510,SK증권,STO(토큰증권 발행)
003530,한화투자증권,STO(토큰증권 발행)
030610,교보증권,STO(토큰증권 발행)
071050,한국금융지주,STO(토큰증권 발행)
102370,케이옥션,STO(토큰증권 발행)
041190,우리기술투자,STO(토큰증권 발행)
086790,하나금융지주,STO(토큰증권 발행)
105560,KB금융,STO(토큰증권 발행)
063170,서울옥션,STO(토큰증권 발행)
