code,name,naver_label
040160,누리플렉스,화폐/금융자동화기기(디지털화폐 등)
052600,한네트,화폐/금융자동화기기(디지털화폐 등)
053160,프리엠스,화폐/금융자동화기기(디지털화폐 등)
063570,NICE인프라,화폐/금융자동화기기(디지털화폐 등)
067730,로지시스,화폐/금융자동화기기(디지털화폐 등)
089150,케이씨티,화폐/금융자동화기기(디지털화폐 등)
094940,푸른기술,화폐/금융자동화기기(디지털화폐 등)
103140,풍산,화폐/금융자동화기기(디지털화폐 등)
115500,케이씨에스,화폐/금융자동화기기(디지털화폐 등)
377300,카카오페이,화폐/금융자동화기기(디지털화폐 등)
256630,포인트엔지니어링,OLED(유기 발광 다이오드)
255440,야스,OLED(유기 발광 다이오드)
251630,브이원텍,OLED(유기 발광 다이오드)
250930,예선테크,OLED(유기 발광 다이오드)
240810,원익IPS,OLED(유기 발광 다이오드)
239890,피엔에이치테크,OLED(유기 발광 다이오드)
238490,힘스,OLED(유기 발광 다이오드)
213420,덕산네오룩스,OLED(유기 발광 다이오드)
187870,디바이스,OLED(유기 발광 다이오드)
178920,PI첨단소재,OLED(유기 발광 다이오드)
177350,베셀,OLED(유기 발광 다이오드)
171090,선익시스템,OLED(유기 발광 다이오드)
171010,램테크놀러지,OLED(유기 발광 다이오드)
161580,필옵틱스,OLED(유기 발광 다이오드)
155650,와이엠씨,OLED(유기 발광 다이오드)
144960,뉴파워프라즈마,OLED(유기 발광 다이오드)
143540,영우디에스피,OLED(유기 발광 다이오드)
141000,비아트론,OLED(유기 발광 다이오드)
137080,나래나노텍,OLED(유기 발광 다이오드)
131760,파인텍,OLED(유기 발광 다이오드)
475660,에스켐,OLED(유기 발광 다이오드)
457370,한켐,OLED(유기 발광 다이오드)
371950,풍원정밀,OLED(유기 발광 다이오드)
351320,넥사다이내믹스,OLED(유기 발광 다이오드)
347770,핌스,OLED(유기 발광 다이오드)
336680,탑런토탈솔루션,OLED(유기 발광 다이오드)
336370,솔루스첨단소재,OLED(유기 발광 다이오드)
321260,프로이천,OLED(유기 발광 다이오드)
320000,한울반도체,OLED(유기 발광 다이오드)
317330,덕산테코피아,OLED(유기 발광 다이오드)
309710,아이티켐,OLED(유기 발광 다이오드)
297890,HB솔루션,OLED(유기 발광 다이오드)
295310,에이치브이엠,OLED(유기 발광 다이오드)
290520,신도기연,OLED(유기 발광 다이오드)
278280,천보,OLED(유기 발광 다이오드)
272290,이녹스첨단소재,OLED(유기 발광 다이오드)
267320,나인테크,OLED(유기 발광 다이오드)
265520,AP시스템,OLED(유기 발광 다이오드)
257370,피엔티엠에스,OLED(유기 발광 다이오드)
256940,킵스파마,OLED(유기 발광 다이오드)
079950,인베니아,OLED(유기 발광 다이오드)
078150,HB테크놀러지,OLED(유기 발광 다이오드)
