code,name,naver_label
023790,동일스틸럭스,조선
097230,HJ중공업,조선
439260,대한조선,조선
010620,HD현대미포,조선
329180,HD현대중공업,조선
010140,삼성중공업,조선
042660,한화오션,조선
009540,HD한국조선해양,조선
090370,메타랩스,탈모 치료
304840,피플바이오,탈모 치료
069620,대웅제약,탈모 치료
317240,TS트릴리온,탈모 치료
377220,프롬바이오,탈모 치료
226950,올릭스,탈모 치료
004310,현대약품,탈모 치료
344860,이노진,탈모 치료
389470,인벤티지랩,탈모 치료
330350,위더스제약,탈모 치료
217730,강스템바이오텍,탈모 치료
002800,신신제약,탈모 치료
065660,안트로젠,탈모 치료
052260,현대바이오랜드,탈모 치료
003850,보령,탈모 치료
277410,인산가,탈모 치료
064550,바이오니아,탈모 치료
378800,샤페론,탈모 치료
067290,JW신약,탈모 치료
006490,인스코비,탈모 치료
085310,엔케이,조선기자재
054540,삼영엠텍,조선기자재
075580,세진중공업,조선기자재
099410,동방선기,조선기자재
064820,케이프,조선기자재
413630,씨피시스템,조선기자재
333430,일승,조선기자재
092460,한라IMS,조선기자재
014940,오리엔탈정공,조선기자재
101000,KS인더스트리,조선기자재
073010,케이에스피,조선기자재
013030,하이록코리아,조선기자재
096350,대창솔루션,조선기자재
103230,에스앤더블류,조선기자재
120030,조선선재,조선기자재
108380,대양전기공업,조선기자재
023160,태광,조선기자재
101930,인화정공,조선기자재
000008,에스엔시스,조선기자재
443060,HD현대마린솔루션,조선기자재
100090,SK오션플랜트,조선기자재
382900,범한퓨얼셀,조선기자재
355690,에이텀,조선기자재
014620,성광벤드,조선기자재
071970,HD현대마린엔진,조선기자재
082740,한화엔진,조선기자재
086670,비엠티,조선기자재
017960,한국카본,조선기자재
133820,화인베스틸,조선기자재
460930,현대힘스,조선기자재
077970,STX엔진,조선기자재
044490,태웅,조선기자재
253840,수젠텍,마이코플라스마 폐렴
058110,멕아이씨에스,마이코플라스마 폐렴
950130,엑세스바이오,마이코플라스마 폐렴
048530,인트론바이오,마이코플라스마 폐렴
009290,광동제약,마이코플라스마 폐렴
002720,국제약품,마이코플라스마 폐렴
011040,경동제약,마이코플라스마 폐렴
180400,DXVX,마이코플라스마 폐렴
330350,위더스제약,마이코플라스마 폐렴
004720,팜젠사이언스,마이코플라스마 폐렴
307750,국전약품,마이코플라스마 폐렴
229000,젠큐릭스,마이코플라스마 폐렴
109740,디에스케이,보톡스(보툴리눔톡신)
069620,대웅제약,보톡스(보툴리눔톡신)
206650,유바이오로직스,보톡스(보툴리눔톡신)
200670,휴메딕스,보톡스(보툴리눔톡신)
216080,제테마,보톡스(보툴리눔톡신)
214450,파마리서치,보톡스(보툴리눔톡신)
145020,휴젤,보톡스(보툴리눔톡신)
086900,메디톡스,보톡스(보툴리눔톡신)
362320,청담글로벌,보톡스(보툴리눔톡신)
243070,휴온스,보톡스(보툴리눔톡신)
061040,알에프텍,보톡스(보툴리눔톡신)
084110,휴온스글로벌,보톡스(보툴리눔톡신)
256840,한국비엔씨,보톡스(보툴리눔톡신)
085310,엔케이,남-북-러 가스관사업
017480,삼현철강,남-북-러 가스관사업
008420,문배철강,남-북-러 가스관사업
026940,부국철강,남-북-러 가스관사업
071090,하이스틸,남-북-러 가스관사업
095190,이엠코리아,남-북-러 가스관사업
060380,동양에스텍,남-북-러 가스관사업
100090,SK오션플랜트,남-북-러 가스관사업
105740,디케이락,남-북-러 가스관사업
005010,휴스틸,남-북-러 가스관사업
039610,화성밸브,남-북-러 가스관사업
306200,세아제강,남-북-러 가스관사업
048470,대동스틸,남-북-러 가스관사업
008970,KBI동양철관,남-북-러 가스관사업
448760,IBKS제22호스팩,기업인수목적회사(SPAC)
478780,대신밸런스제18호스팩,기업인수목적회사(SPAC)
448830,미래에셋비전스팩3호,기업인수목적회사(SPAC)
474490,유안타제16호스팩,기업인수목적회사(SPAC)
473000,에스케이증권제12호스팩,기업인수목적회사(SPAC)
477470,미래에셋비전스팩5호,기업인수목적회사(SPAC)
456490,교보14호스팩,기업인수목적회사(SPAC)
471050,대신밸런스제17호스팩,기업인수목적회사(SPAC)
492220,KB제31호스팩,기업인수목적회사(SPAC)
472230,에스케이증권제11호스팩,기업인수목적회사(SPAC)
489730,디비금융제13호스팩,기업인수목적회사(SPAC)
473050,유안타제15호스팩,기업인수목적회사(SPAC)
473950,에스케이증권제13호스팩,기업인수목적회사(SPAC)
444920,유안타제11호스팩,기업인수목적회사(SPAC)
481890,엔에이치스팩31호,기업인수목적회사(SPAC)
482520,교보16호스팩,기업인수목적회사(SPAC)
469880,하나30호스팩,기업인수목적회사(SPAC)
469480,IBKS제24호스팩,기업인수목적회사(SPAC)
450050,하이제8호스팩,기업인수목적회사(SPAC)
000072,KB제33호스팩,기업인수목적회사(SPAC)
489210,교보17호스팩,기업인수목적회사(SPAC)
473370,비엔케이제2호스팩,기업인수목적회사(SPAC)
474660,신한제12호스팩,기업인수목적회사(SPAC)
474930,신한제13호스팩,기업인수목적회사(SPAC)
487720,키움제10호스팩,기업인수목적회사(SPAC)
475250,하나33호스팩,기업인수목적회사(SPAC)
477340,에이치엠씨제7호스팩,기업인수목적회사(SPAC)
477380,미래에셋비전스팩4호,기업인수목적회사(SPAC)
477760,DB금융스팩12호,기업인수목적회사(SPAC)
478110,이베스트스팩6호,기업인수목적회사(SPAC)
487360,신한제14호스팩,기업인수목적회사(SPAC)
478440,미래에셋비전스팩6호,기업인수목적회사(SPAC)
479880,한국제15호스팩,기업인수목적회사(SPAC)
482680,미래에셋비전스팩7호,기업인수목적회사(SPAC)
486630,KB제30호스팩,기업인수목적회사(SPAC)
000004,디비금융제14호스팩,기업인수목적회사(SPAC)
000037,KB제32호스팩,기업인수목적회사(SPAC)
000041,교보18호스팩,기업인수목적회사(SPAC)
442770,IBKS제21호스팩,기업인수목적회사(SPAC)
446150,유안타제12호스팩,기업인수목적회사(SPAC)
451700,엔에이치스팩29호,기업인수목적회사(SPAC)
452670,상상인제4호스팩,기업인수목적회사(SPAC)
452980,신한제11호스팩,기업인수목적회사(SPAC)
454640,하나29호스팩,기업인수목적회사(SPAC)
455250,KB제25호스팩,기업인수목적회사(SPAC)
455310,한화플러스제4호스팩,기업인수목적회사(SPAC)
455910,에스케이증권제9호스팩,기업인수목적회사(SPAC)
457630,대신밸런스제16호스팩,기업인수목적회사(SPAC)
457940,에스케이증권제10호스팩,기업인수목적회사(SPAC)
458610,한국제12호스팩,기업인수목적회사(SPAC)
462020,에이치엠씨제6호스팩,기업인수목적회사(SPAC)
496070,신한제16호스팩,기업인수목적회사(SPAC)
465320,교보15호스팩,기업인수목적회사(SPAC)
466910,엔에이치스팩30호,기업인수목적회사(SPAC)
489480,키움제11호스팩,기업인수목적회사(SPAC)
469900,하나31호스팩,기업인수목적회사(SPAC)
000071,삼성스팩11호,기업인수목적회사(SPAC)
000044,삼성스팩10호,기업인수목적회사(SPAC)
498390,한화플러스제5호스팩,기업인수목적회사(SPAC)
484130,하나34호스팩,기업인수목적회사(SPAC)
475240,하나32호스팩,기업인수목적회사(SPAC)
464680,KB제27호스팩,기업인수목적회사(SPAC)
450940,유안타제14호스팩,기업인수목적회사(SPAC)
487830,신한제15호스팩,기업인수목적회사(SPAC)
488060,유진스팩11호,기업인수목적회사(SPAC)
493790,유안타제17호스팩,기업인수목적회사(SPAC)
467930,IBKS제23호스팩,기업인수목적회사(SPAC)
482690,대신밸런스제19호스팩,기업인수목적회사(SPAC)
464440,한국제13호스팩,기업인수목적회사(SPAC)
478390,KB제29호스팩,기업인수목적회사(SPAC)
472220,신영스팩10호,기업인수목적회사(SPAC)
468760,유진스팩10호,기업인수목적회사(SPAC)
141080,리가켐바이오,슈퍼박테리아
048530,인트론바이오,슈퍼박테리아
102460,이연제약,슈퍼박테리아
170900,동아에스티,슈퍼박테리아
043200,파루,슈퍼박테리아
096530,씨젠,슈퍼박테리아
083790,CG인바이츠,슈퍼박테리아
040350,크레오에스지,슈퍼박테리아
063160,종근당바이오,슈퍼박테리아
458870,씨어스테크놀로지,원격진료/비대면진료(U-Healthcare)
099750,이지케어텍,원격진료/비대면진료(U-Healthcare)
032620,유비케어,원격진료/비대면진료(U-Healthcare)
100120,뷰웍스,원격진료/비대면진료(U-Healthcare)
032680,소프트센,원격진료/비대면진료(U-Healthcare)
005250,녹십자홀딩스,원격진료/비대면진료(U-Healthcare)
347700,스피어,원격진료/비대면진료(U-Healthcare)
038290,마크로젠,원격진료/비대면진료(U-Healthcare)
263700,케어랩스,원격진료/비대면진료(U-Healthcare)
039860,나노엔텍,원격진료/비대면진료(U-Healthcare)
393210,토마토시스템,원격진료/비대면진료(U-Healthcare)
131370,알서포트,원격진료/비대면진료(U-Healthcare)
032850,비트컴퓨터,원격진료/비대면진료(U-Healthcare)
041830,인바디,원격진료/비대면진료(U-Healthcare)
033230,인성정보,원격진료/비대면진료(U-Healthcare)
290660,네오펙트,원격진료/비대면진료(U-Healthcare)
439580,블루엠텍,원격진료/비대면진료(U-Healthcare)
