code,name,market,date,close,prev_close,change_pct,volume,avg_20d_volume,vol_sigma
005930,삼성전자,KOSPI,2025-11-11,100600.0,97898.01479174776,2.76,23415247.0,23415247.0,0.0
000660,SK하이닉스,KOSPI,2025-11-11,606000.0,580015.3139356815,4.48,4868645.0,4868645.0,0.0
373220,LG에너지솔루션,KOSPI,2025-11-11,465500.0,463506.9202429553,0.43,244077.0,244077.0,0.0
207940,삼성바이오로직스,KOSPI,2025-11-11,1221000.0,1221000.0,0.0,0.0,0.0,0.0
005935,삼성전자우,KOSPI,2025-11-11,77100.0,75300.32229709932,2.39,2354186.0,2354186.0,0.0
005380,현대차,KOSPI,2025-11-11,270500.0,264005.46554753074,2.46,692464.0,692464.0,0.0
034020,두산에너빌리티,KOSPI,2025-11-11,79600.0,77901.74202387943,2.18,4562734.0,4562734.0,0.0
012450,한화에어로스페이스,KOSPI,2025-11-11,965000.0,923003.3476805355,4.55,150467.0,150467.0,0.0
105560,KB금융,KOSPI,2025-11-11,129000.0,123705.4085155351,4.28,1775327.0,1775327.0,0.0
329180,HD현대중공업,KOSPI,2025-11-11,538000.0,521014.9138098005,3.26,182249.0,182249.0,0.0
000270,기아,KOSPI,2025-11-11,113700.0,110099.73854943353,3.27,699593.0,699593.0,0.0
035420,NAVER,KOSPI,2025-11-11,260000.0,260000.0,0.0,958449.0,958449.0,0.0
068270,셀트리온,KOSPI,2025-11-11,173600.0,172908.36653386455,0.4,385613.0,385613.0,0.0
042660,한화오션,KOSPI,2025-11-11,129600.0,126797.76929850309,2.21,1847178.0,1847178.0,0.0
402340,SK스퀘어,KOSPI,2025-11-11,290000.0,279007.1194920146,3.94,539611.0,539611.0,0.0
055550,신한지주,KOSPI,2025-11-11,78800.0,77399.07671152145,1.81,2192476.0,2192476.0,0.0
028260,삼성물산,KOSPI,2025-11-11,224500.0,213992.9463349538,4.91,398170.0,398170.0,0.0
032830,삼성생명,KOSPI,2025-11-11,158900.0,151999.23474268222,4.54,374488.0,374488.0,0.0
267260,HD현대일렉트릭,KOSPI,2025-11-11,857000.0,817982.2468263815,4.77,204359.0,204359.0,0.0
009540,HD한국조선해양,KOSPI,2025-11-11,424500.0,415483.99725946947,2.17,184954.0,184954.0,0.0
015760,한국전력,KOSPI,2025-11-11,46250.0,44098.01678108315,4.88,6243476.0,6243476.0,0.0
051910,LG화학,KOSPI,2025-11-11,397000.0,381987.8764553065,3.93,290167.0,290167.0,0.0
012330,현대모비스,KOSPI,2025-11-11,300500.0,290001.9301293187,3.62,181548.0,181548.0,0.0
035720,카카오,KOSPI,2025-11-11,62300.0,62802.41935483871,-0.8,7961192.0,7961192.0,0.0
086790,하나금융지주,KOSPI,2025-11-11,96200.0,91995.79229224443,4.57,1623317.0,1623317.0,0.0
006400,삼성SDI,KOSPI,2025-11-11,315000.0,306003.49718282494,2.94,450539.0,450539.0,0.0
005490,POSCO홀딩스,KOSPI,2025-11-11,303500.0,298985.3216431879,1.51,202099.0,202099.0,0.0
010140,삼성중공업,KOSPI,2025-11-11,27050.0,26300.437530384057,2.85,4105719.0,4105719.0,0.0
000810,삼성화재,KOSPI,2025-11-11,511000.0,488014.5162830676,4.71,102863.0,102863.0,0.0
064350,현대로템,KOSPI,2025-11-11,208000.0,198700.80244554835,4.68,547704.0,547704.0,0.0
298040,효성중공업,KOSPI,2025-11-11,2254000.0,2187924.674820423,3.02,51459.0,51459.0,0.0
138040,메리츠금융지주,KOSPI,2025-11-11,118200.0,115204.6783625731,2.6,298271.0,298271.0,0.0
096770,SK이노베이션,KOSPI,2025-11-11,120500.0,115898.81696643261,3.97,283482.0,283482.0,0.0
010130,고려아연,KOSPI,2025-11-11,1026000.0,1023952.0958083832,0.2,24725.0,24725.0,0.0
034730,SK,KOSPI,2025-11-11,270500.0,247506.63372678196,9.29,540022.0,540022.0,0.0
316140,우리금융지주,KOSPI,2025-11-11,26200.0,25698.871996076505,1.95,3344013.0,3344013.0,0.0
011200,HMM,KOSPI,2025-11-11,20200.0,19819.466248037676,1.92,876894.0,876894.0,0.0
003670,포스코퓨처엠,KOSPI,2025-11-11,210000.0,206998.5214391326,1.45,320676.0,320676.0,0.0
267250,HD현대,KOSPI,2025-11-11,221000.0,207492.2542484274,6.51,245193.0,245193.0,0.0
009150,삼성전기,KOSPI,2025-11-11,224000.0,222509.18843746898,0.67,377980.0,377980.0,0.0
033780,KT&G,KOSPI,2025-11-11,139000.0,135795.23251270026,2.36,265988.0,265988.0,0.0
024110,기업은행,KOSPI,2025-11-11,20150.0,19700.82127493156,2.28,1593466.0,1593466.0,0.0
000150,두산,KOSPI,2025-11-11,939000.0,917978.2969987292,2.29,103112.0,103112.0,0.0
066570,LG전자,KOSPI,2025-11-11,89600.0,88301.96117078941,1.47,696118.0,696118.0,0.0
010120,LS ELECTRIC,KOSPI,2025-11-11,478000.0,439985.27245949925,8.64,355184.0,355184.0,0.0
006800,미래에셋증권,KOSPI,2025-11-11,23900.0,23100.71525227141,3.46,6747189.0,6747189.0,0.0
018260,삼성에스디에스,KOSPI,2025-11-11,174700.0,168792.27053140098,3.5,181800.0,181800.0,0.0
003550,LG,KOSPI,2025-11-11,85300.0,82098.17131857557,3.9,541729.0,541729.0,0.0
352820,하이브,KOSPI,2025-11-11,305500.0,305500.0,0.0,348157.0,348157.0,0.0
259960,크래프톤,KOSPI,2025-11-11,266000.0,258001.93986420953,3.1,107334.0,107334.0,0.0
086280,현대글로비스,KOSPI,2025-11-11,165600.0,160000.0,3.5,157818.0,157818.0,0.0
042700,한미반도체,KOSPI,2025-11-11,129600.0,127195.99568161744,1.89,1265111.0,1265111.0,0.0
030200,KT,KOSPI,2025-11-11,48700.0,48251.26325175864,0.93,209511.0,209511.0,0.0
017670,SK텔레콤,KOSPI,2025-11-11,53900.0,53398.05825242718,0.94,976744.0,976744.0,0.0
360750,TIGER 미국S&P500,KOSPI,2025-11-11,24410.0,24353.985832585055,0.23,5125226.0,5125226.0,0.0
069500,KODEX 200,KOSPI,2025-11-11,57655.0,55943.13991849408,3.06,9446204.0,9446204.0,0.0
323410,카카오뱅크,KOSPI,2025-11-11,21700.0,21549.155908639525,0.7,1309973.0,1309973.0,0.0
443060,HD현대마린솔루션,KOSPI,2025-11-11,228000.0,219992.28097259745,3.64,61208.0,61208.0,0.0
272210,한화시스템,KOSPI,2025-11-11,53100.0,52501.48309274273,1.14,966860.0,966860.0,0.0
005830,DB손해보험,KOSPI,2025-11-11,140400.0,138803.75679683636,1.15,214355.0,214355.0,0.0
047810,한국항공우주,KOSPI,2025-11-11,101200.0,96999.90415029235,4.33,428530.0,428530.0,0.0
003230,삼양식품,KOSPI,2025-11-11,1306000.0,1296020.6410638087,0.77,25530.0,25530.0,0.0
071050,한국금융지주,KOSPI,2025-11-11,171600.0,162993.92097264438,5.28,350937.0,350937.0,0.0
326030,SK바이오팜,KOSPI,2025-11-11,119500.0,115996.89380702777,3.02,198269.0,198269.0,0.0
047050,포스코인터내셔널,KOSPI,2025-11-11,52600.0,51598.97979203452,1.94,253671.0,253671.0,0.0
079550,LIG넥스원,KOSPI,2025-11-11,418000.0,401498.415137835,4.11,217011.0,217011.0,0.0
