code,name,abbr,name_eng,isin,market,market_type,security_group,sector_name,stock_kind,par_value,listed_shares,list_date,isu_cd,short_code,source_market
095570,AJ네트웍스보통주,AJ네트웍스,"AJ Networks Co.,Ltd.",KR7095570008,KOSPI,KOSPI,주권,-,보통주,1000.0,45252759,2015-08-21,KR7095570008,095570,KOSPI
006840,AK홀딩스보통주,AK홀딩스,"AK Holdings, Inc.",KR7006840003,KOSPI,KOSPI,주권,-,보통주,5000.0,13247561,1999-08-11,KR7006840003,006840,KOSPI
282330,BGF리테일보통주,BGF리테일,BGF Retail,KR7282330000,KOSPI,KOSPI,주권,-,보통주,1000.0,17283906,2017-12-08,KR7282330000,282330,KOSPI
027410,BGF보통주,BGF,BGF,KR7027410000,KOSPI,KOSPI,주권,-,보통주,1000.0,95716791,2014-05-19,KR7027410000,027410,KOSPI
138930,BNK금융지주보통주,BNK금융지주,BNK Financial Group Inc.,KR7138930003,KOSPI,KOSPI,주권,-,보통주,5000.0,322088438,2011-03-30,KR7138930003,138930,KOSPI
001465,BYC1우선주,BYC우,BYC(1P),KR7001461003,KOSPI,KOSPI,주권,-,구형우선주,500.0,2153850,1989-09-05,KR7001461003,001465,KOSPI
001460,BYC보통주,BYC,BYC,KR7001460005,KOSPI,KOSPI,주권,-,보통주,500.0,6246150,1975-06-02,KR7001460005,001460,KOSPI
001045,CJ1우선주,CJ우,CJ(1P),KR7001041003,KOSPI,KOSPI,주권,-,구형우선주,5000.0,2260223,1989-08-18,KR7001041003,001045,KOSPI
00104K,CJ4우선주(전환),CJ4우(전환),CJ(4PC),KR700104K010,KOSPI,KOSPI,주권,-,신형우선주,5000.0,4226512,2019-08-09,KR700104K010,00104K,KOSPI
001040,CJ보통주,CJ,CJ Corp.,KR7001040005,KOSPI,KOSPI,주권,-,보통주,5000.0,29176998,1973-06-29,KR7001040005,001040,KOSPI
011155,CJ씨푸드1우선주,CJ씨푸드1우,CJSEAFOODCORPORATION(1P),KR7011151008,KOSPI,KOSPI,주권,-,구형우선주,500.0,200000,1990-01-13,KR7011151008,011155,KOSPI
011150,CJ씨푸드보통주,CJ씨푸드,CJSEAFOODCORPORATION,KR7011150000,KOSPI,KOSPI,주권,-,보통주,500.0,35930773,1988-11-26,KR7011150000,011150,KOSPI
000590,CS홀딩스보통주,CS홀딩스,CSHOLDINGS,KR7000590000,KOSPI,KOSPI,주권,-,보통주,5000.0,1154482,1975-12-22,KR7000590000,000590,KOSPI
012030,DB Inc.보통주,DB,DB Inc.,KR7012030003,KOSPI,KOSPI,주권,-,보통주,500.0,201173933,1993-01-06,KR7012030003,012030,KOSPI
016610,DB금융투자보통주,DB금융투자,"DB Financial Investment Co., LTD.",KR7016610008,KOSPI,KOSPI,주권,-,보통주,5000.0,42446389,1988-06-27,KR7016610008,016610,KOSPI
005830,DB손해보험보통주,DB손해보험,DB INSURANCE,KR7005830005,KOSPI,KOSPI,주권,-,보통주,500.0,70800000,1973-06-28,KR7005830005,005830,KOSPI
000990,DB하이텍보통주,DB하이텍,"DB HiTek Co.,LTD",KR7000990002,KOSPI,KOSPI,주권,-,보통주,5000.0,44398588,1975-12-12,KR7000990002,000990,KOSPI
139130,DGB금융지주보통주,DGB금융지주,DGB Financial Group,KR7139130009,KOSPI,KOSPI,주권,-,보통주,5000.0,169145833,2011-06-07,KR7139130009,139130,KOSPI
001530,DI동일보통주,DI동일,DI DONGIL,KR7001530005,KOSPI,KOSPI,주권,-,보통주,500.0,25215672,1964-01-04,KR7001530005,001530,KOSPI
000215,DL1우선주,DL우,DL(1P),KR7000211003,KOSPI,KOSPI,주권,-,구형우선주,5000.0,1686115,1989-08-21,KR7000211003,000215,KOSPI
000210,DL보통주,DL,DL,KR7000210005,KOSPI,KOSPI,주권,-,보통주,5000.0,20955884,1976-02-02,KR7000210005,000210,KOSPI
37550K,DL이앤씨1우선주,DL이앤씨우,"DL E&C CO., LTD.(1P)",KR737550K011,KOSPI,KOSPI,주권,-,종류주권,5000.0,2113885,2021-01-25,KR737550K011,37550K,KOSPI
37550L,DL이앤씨2우선주(전환),DL이앤씨2우(전환),DL E&C(2PC),KR737550K029,KOSPI,KOSPI,주권,-,신형우선주,5000.0,2111951,2022-04-28,KR737550K029,37550L,KOSPI
375500,DL이앤씨보통주,DL이앤씨,"DL E&C CO., LTD.",KR7375500006,KOSPI,KOSPI,주권,-,보통주,5000.0,38693623,2021-01-25,KR7375500006,375500,KOSPI
155660,DSR보통주,DSR,DSR CORP,KR7155660004,KOSPI,KOSPI,주권,-,보통주,500.0,16000000,2013-05-15,KR7155660004,155660,KOSPI
069730,DSR제강보통주,DSR제강,DSRWIRECORP,KR7069730000,KOSPI,KOSPI,주권,-,보통주,500.0,14400000,2003-01-28,KR7069730000,069730,KOSPI
017860,DS단석보통주,DS단석,DS Dansuk,KR7017860008,KOSPI,KOSPI,주권,-,보통주,500.0,5861404,2023-12-22,KR7017860008,017860,KOSPI
017940,E1보통주,E1,E1Corporation,KR7017940008,KOSPI,KOSPI,주권,-,보통주,5000.0,6860000,1997-08-27,KR7017940008,017940,KOSPI
365550,ESR켄달스퀘어리츠보통주,ESR켄달스퀘어리츠,ESR KENDALL SQUARE REIT,KR7365550003,KOSPI,KOSPI,부동산투자회사,-,보통주,1000.0,213089000,2020-12-23,KR7365550003,365550,KOSPI
383220,F&F보통주,F&F,F&F,KR7383220001,KOSPI,KOSPI,주권,-,보통주,100.0,38307075,2021-05-21,KR7383220001,383220,KOSPI
007700,F&F홀딩스,F&F홀딩스,F&F Holdings,KR7007700008,KOSPI,KOSPI,주권,-,보통주,500.0,39114367,1984-10-04,KR7007700008,007700,KOSPI
078935,GS1우선주,GS우,GS Holdings(1P),KR7078931003,KOSPI,KOSPI,주권,-,구형우선주,5000.0,1784826,2004-08-05,KR7078931003,078935,KOSPI
006360,GS건설보통주,GS건설,GS Engineering & Construction Corp,KR7006360002,KOSPI,KOSPI,주권,-,보통주,5000.0,85581490,1981-08-03,KR7006360002,006360,KOSPI
078930,GS보통주,GS,GS Holdings,KR7078930005,KOSPI,KOSPI,주권,-,보통주,5000.0,92915378,2004-08-05,KR7078930005,078930,KOSPI
012630,HDC보통주,HDC,"HDC HOLDINGS CO.,Ltd",KR7012630000,KOSPI,KOSPI,주권,-,보통주,5000.0,59741721,1996-10-16,KR7012630000,012630,KOSPI
294870,HDC현대산업개발보통주,HDC현대산업개발,HYUNDAI DEVELOPMENT COMPANY,KR7294870001,KOSPI,KOSPI,주권,-,보통주,5000.0,65907330,2018-06-12,KR7294870001,294870,KOSPI
097230,HJ중공업보통주,HJ중공업,HJ SHIPBUILDING & CONSTRUCTION,KR7097230007,KOSPI,KOSPI,주권,-,보통주,5000.0,83274281,2007-08-31,KR7097230007,097230,KOSPI
014790,HL D&I보통주,HL D&I,HL D&I HALLA CORPORATION,KR7014790000,KOSPI,KOSPI,주권,-,보통주,5000.0,37858601,1994-08-12,KR7014790000,014790,KOSPI
204320,HL만도보통주,HL만도,HL Mando,KR7204320006,KOSPI,KOSPI,주권,-,보통주,1000.0,46957120,2014-10-06,KR7204320006,204320,KOSPI
060980,HL홀딩스보통주,HL홀딩스,HL Holdings Corporation,KR7060980000,KOSPI,KOSPI,주권,-,보통주,5000.0,10169410,2010-05-19,KR7060980000,060980,KOSPI
035000,HS애드보통주,HS애드,HS Ad,KR7035000009,KOSPI,KOSPI,주권,-,보통주,1000.0,16567409,1999-08-11,KR7035000009,035000,KOSPI
003560,IHQ보통주,IHQ,IHQ,KR7003560000,KOSPI,KOSPI,주권,-,보통주,500.0,5550124,1973-12-18,KR7003560000,003560,KOSPI
175330,JB금융지주보통주,JB금융지주,"JB Financial Group Co., Ltd.",KR7175330000,KOSPI,KOSPI,주권,-,보통주,5000.0,195083198,2013-07-18,KR7175330000,175330,KOSPI
234080,JW생명과학보통주,JW생명과학,JW LIFESCIENCE,KR7234080000,KOSPI,KOSPI,주권,-,보통주,2500.0,15834554,2016-10-27,KR7234080000,234080,KOSPI
001065,JW중외제약1우선주,JW중외제약우,JWPHARMACEUTICAL(1P),KR7001061001,KOSPI,KOSPI,주권,-,구형우선주,2500.0,341951,1994-10-21,KR7001061001,001065,KOSPI
001067,JW중외제약2우선주(신형),JW중외제약2우B,JWPHARMACEUTICAL(2PB),KR7001062009,KOSPI,KOSPI,주권,-,신형우선주,2500.0,209973,1998-04-13,KR7001062009,001067,KOSPI
001060,JW중외제약보통주,JW중외제약,JWPHARMACEUTICAL,KR7001060003,KOSPI,KOSPI,주권,-,보통주,2500.0,23285930,1976-06-14,KR7001060003,001060,KOSPI
096760,JW홀딩스 보통주,JW홀딩스,JW HOLDINGS CORPORATION,KR7096760004,KOSPI,KOSPI,주권,-,보통주,500.0,73924942,2007-07-31,KR7096760004,096760,KOSPI
105560,KB금융지주 보통주,KB금융,KB Financial Group,KR7105560007,KOSPI,KOSPI,주권,-,보통주,5000.0,403511072,2008-10-10,KR7105560007,105560,KOSPI
432320,KB스타리츠보통주,KB스타리츠,KB STAR REIT,KR7432320000,KOSPI,KOSPI,부동산투자회사,-,보통주,500.0,101414285,2022-10-06,KR7432320000,432320,KOSPI
009070,KCTC 보통주,KCTC,KCTC,KR7009070004,KOSPI,KOSPI,주권,-,보통주,500.0,30000000,1978-09-29,KR7009070004,009070,KOSPI
003620,KG모빌리티보통주,KG모빌리티,KG Mobility,KR7003620002,KOSPI,KOSPI,주권,-,보통주,5000.0,195789177,1975-05-29,KR7003620002,003620,KOSPI
016380,KG스틸보통주,KG스틸,KG DONGBUSTEEL,KR7016380008,KOSPI,KOSPI,주권,-,보통주,5000.0,100008897,1986-02-03,KR7016380008,016380,KOSPI
001390,KG케미칼보통주,KG케미칼,KG Chemical,KR7001390004,KOSPI,KOSPI,주권,-,보통주,1000.0,68469040,1989-08-25,KR7001390004,001390,KOSPI
033180,KH 필룩스보통주,KH 필룩스,"KH FEELUX Co.,Ltd.",KR7033180001,KOSPI,KOSPI,주권,-,보통주,500.0,18903579,2001-12-26,KR7033180001,033180,KOSPI
001940,KISCO홀딩스보통주,KISCO홀딩스,KISCO Holdings,KR7001940006,KOSPI,KOSPI,주권,-,보통주,1000.0,16176380,1989-11-13,KR7001940006,001940,KOSPI
025000,KPX케미칼보통주,KPX케미칼,KPXCHEMICAL,KR7025000001,KOSPI,KOSPI,주권,-,보통주,5000.0,4840000,1994-12-27,KR7025000001,025000,KOSPI
092230,KPX홀딩스보통주,KPX홀딩스,KPXHOLDINGS,KR7092230002,KOSPI,KOSPI,주권,-,보통주,5000.0,4224646,2006-10-12,KR7092230002,092230,KOSPI
000040,KR모터스보통주,KR모터스,KR MOTORS,KR7000040006,KOSPI,KOSPI,주권,-,보통주,500.0,60132868,1976-05-25,KR7000040006,000040,KOSPI
093050,LF보통주,LF,LF,KR7093050003,KOSPI,KOSPI,주권,-,보통주,5000.0,29240000,2006-12-01,KR7093050003,093050,KOSPI
003555,LG1우선주,LG우,LG Corp.(1P),KR7003551009,KOSPI,KOSPI,주권,-,구형우선주,5000.0,3021620,1988-11-18,KR7003551009,003555,KOSPI
034220,LG디스플레이보통주,LG디스플레이,LG Display,KR7034220004,KOSPI,KOSPI,주권,-,보통주,5000.0,500000000,2004-07-23,KR7034220004,034220,KOSPI
003550,LG보통주,LG,LG Corp.,KR7003550001,KOSPI,KOSPI,주권,-,보통주,5000.0,157300993,1970-02-13,KR7003550001,003550,KOSPI
051905,LG생활건강1우선주,LG생활건강우,LG H&H(1P),KR7051901007,KOSPI,KOSPI,주권,-,구형우선주,5000.0,2099697,2001-04-25,KR7051901007,051905,KOSPI
051900,LG생활건강보통주,LG생활건강,LG H&H,KR7051900009,KOSPI,KOSPI,주권,-,보통주,5000.0,15618197,2001-04-25,KR7051900009,051900,KOSPI
373220,LG에너지솔루션보통주,LG에너지솔루션,LG Energy Solution,KR7373220003,KOSPI,KOSPI,주권,-,보통주,500.0,234000000,2022-01-27,KR7373220003,373220,KOSPI
032640,LG유플러스보통주,LG유플러스,LG Uplus,KR7032640005,KOSPI,KOSPI,주권,-,보통주,5000.0,436611361,2008-04-21,KR7032640005,032640,KOSPI
011070,LG이노텍보통주,LG이노텍,LG Innotek,KR7011070000,KOSPI,KOSPI,주권,-,보통주,5000.0,23667107,2008-07-24,KR7011070000,011070,KOSPI
066575,LG전자1우선주,LG전자우,LGELECTRONICS(1P),KR7066571001,KOSPI,KOSPI,주권,-,구형우선주,5000.0,17185992,2002-04-22,KR7066571001,066575,KOSPI
066570,LG전자보통주,LG전자,LGELECTRONICS,KR7066570003,KOSPI,KOSPI,주권,-,보통주,5000.0,163647814,2002-04-22,KR7066570003,066570,KOSPI
051915,LG화학1우선주,LG화학우,"LGCHEM,LTD(1P)",KR7051911006,KOSPI,KOSPI,주권,-,구형우선주,5000.0,7688800,2001-04-25,KR7051911006,051915,KOSPI
051910,LG화학보통주,LG화학,"LGCHEM,LTD",KR7051910008,KOSPI,KOSPI,주권,-,보통주,5000.0,70592343,2001-04-25,KR7051910008,051910,KOSPI
079550,LIG넥스원보통주,LIG넥스원,"LIG Nex1 Co., Ltd.",KR7079550000,KOSPI,KOSPI,주권,-,보통주,5000.0,22000000,2015-10-02,KR7079550000,079550,KOSPI
010120,LS ELECTRIC보통주,LS ELECTRIC,LS ELECTRIC,KR7010120004,KOSPI,KOSPI,주권,-,보통주,5000.0,30000000,1994-07-11,KR7010120004,010120,KOSPI
000680,LS네트웍스보통주,LS네트웍스,LSNetworks,KR7000680009,KOSPI,KOSPI,주권,-,보통주,5000.0,78803016,1973-11-15,KR7000680009,000680,KOSPI
006260,LS보통주,LS,LS,KR7006260004,KOSPI,KOSPI,주권,-,보통주,5000.0,32200000,1977-06-30,KR7006260004,006260,KOSPI
229640,LS에코에너지보통주,LS에코에너지,LS Eco Energy,KR7229640008,KOSPI,KOSPI,주권,-,보통주,500.0,30624879,2016-09-22,KR7229640008,229640,KOSPI
108320,LX세미콘보통주,LX세미콘,LX Semicon,KR7108320003,KOSPI,KOSPI,주권,-,보통주,500.0,16264300,2022-11-03,KR7108320003,108320,KOSPI
001120,LX인터내셔널보통주,LX인터내셔널,LX INTERNATIONAL CORP.,KR7001120005,KOSPI,KOSPI,주권,-,보통주,5000.0,38760000,1976-01-30,KR7001120005,001120,KOSPI
023150,MH에탄올보통주,MH에탄올,MHETHANOL,KR7023150006,KOSPI,KOSPI,주권,-,보통주,500.0,7378526,1996-12-24,KR7023150006,023150,KOSPI
035420,NAVER보통주,NAVER,NAVER,KR7035420009,KOSPI,KOSPI,주권,-,보통주,100.0,162408594,2008-11-28,KR7035420009,035420,KOSPI
181710,NHN보통주,NHN,NHN,KR7181710005,KOSPI,KOSPI,주권,-,보통주,500.0,33766123,2013-08-29,KR7181710005,181710,KOSPI
338100,NH프라임리츠보통주,NH프라임리츠,NH Prime REIT,KR7338100001,KOSPI,KOSPI,부동산투자회사,-,보통주,500.0,18660000,2019-12-05,KR7338100001,338100,KOSPI
034310,NICE보통주,NICE,NICEHoldings,KR7034310003,KOSPI,KOSPI,주권,-,보통주,500.0,37503477,2004-02-04,KR7034310003,034310,KOSPI
008260,NI스틸보통주,NI스틸,NI STEEL,KR7008260002,KOSPI,KOSPI,주권,-,보통주,500.0,28600117,1975-06-28,KR7008260002,008260,KOSPI
004255,NPC1우선주,NPC우,NPC(1P),KR7004251005,KOSPI,KOSPI,주권,-,구형우선주,500.0,5280000,1990-01-15,KR7004251005,004255,KOSPI
004250,NPC보통주,NPC,NPC,KR7004250007,KOSPI,KOSPI,주권,-,보통주,500.0,36720000,1969-09-08,KR7004250007,004250,KOSPI
456040,OCI보통주,OCI,OCI,KR7456040005,KOSPI,KOSPI,주권,-,보통주,5000.0,8952495,2023-05-30,KR7456040005,456040,KOSPI
010955,S-Oil1우선주,S-Oil우,S-Oil(1P),KR7010951002,KOSPI,KOSPI,주권,-,구형우선주,2500.0,4021927,1992-05-28,KR7010951002,010955,KOSPI
010950,S-Oil보통주,S-Oil,S-OilCorporation,KR7010950004,KOSPI,KOSPI,주권,-,보통주,2500.0,112582792,1987-05-27,KR7010950004,010950,KOSPI
005090,SGC에너지보통주,SGC에너지,SGC Energy,KR7005090006,KOSPI,KOSPI,주권,-,보통주,5000.0,14409333,1993-01-06,KR7005090006,005090,KOSPI
001380,SG글로벌보통주,SG글로벌,SG GLOBAL,KR7001380005,KOSPI,KOSPI,주권,-,보통주,500.0,44964143,1976-06-29,KR7001380005,001380,KOSPI
001770,SHD보통주,SHD,SHIN HWA DYNAMICS,KR7001770007,KOSPI,KOSPI,주권,-,보통주,5000.0,1214878,1988-11-23,KR7001770007,001770,KOSPI
002360,SH에너지화학보통주,SH에너지화학,SH ENERGY & CHEMICAL,KR7002360006,KOSPI,KOSPI,주권,-,보통주,500.0,111133730,1985-12-23,KR7002360006,002360,KOSPI
009160,SIMPAC보통주,SIMPAC,SIMPACInc,KR7009160003,KOSPI,KOSPI,주권,-,보통주,500.0,65429516,1989-07-29,KR7009160003,009160,KOSPI
123700,SJM보통주,SJM,"SJM CO.,LTD",KR7123700007,KOSPI,KOSPI,주권,-,보통주,500.0,15604898,2010-05-31,KR7123700007,123700,KOSPI
025530,SJM홀딩스보통주,SJM홀딩스,SJM HOLDINGS,KR7025530007,KOSPI,KOSPI,주권,-,보통주,500.0,14934008,1997-02-12,KR7025530007,025530,KOSPI
03473K,SK1우선주,SK우,SK(1P),KR703473K016,KOSPI,KOSPI,주권,-,종류주권,200.0,566135,2015-08-17,KR703473K016,03473K,KOSPI
011790,SKC보통주,SKC,SKC,KR7011790003,KOSPI,KOSPI,주권,-,보통주,5000.0,37868298,1997-07-18,KR7011790003,011790,KOSPI
018670,SK가스보통주,SK가스,SKGas,KR7018670000,KOSPI,KOSPI,주권,-,보통주,5000.0,9230244,1997-08-27,KR7018670000,018670,KOSPI
001740,SK네트웍스보통주,SK네트웍스,"SKNetworksCo.,Ltd",KR7001740000,KOSPI,KOSPI,주권,-,보통주,2500.0,221277902,1977-06-30,KR7001740000,001740,KOSPI
210980,SK디앤디보통주,SK디앤디,"SK D&D Co., Ltd",KR7210980009,KOSPI,KOSPI,주권,-,보통주,1000.0,18617382,2015-06-23,KR7210980009,210980,KOSPI
395400,SK리츠보통주,SK리츠,SK REIT,KR7395400005,KOSPI,KOSPI,부동산투자회사,-,보통주,500.0,270132679,2021-09-14,KR7395400005,395400,KOSPI
034730,SK보통주,SK,SK,KR7034730002,KOSPI,KOSPI,주권,-,보통주,200.0,72502703,2009-11-11,KR7034730002,034730,KOSPI
402340,SK스퀘어보통주,SK스퀘어,SKSQUARE,KR7402340004,KOSPI,KOSPI,주권,-,보통주,100.0,134749960,2021-11-29,KR7402340004,402340,KOSPI
361610,SK아이이테크놀로지보통주,SK아이이테크놀로지,SK ie technology,KR7361610009,KOSPI,KOSPI,주권,-,보통주,1000.0,71297592,2021-05-11,KR7361610009,361610,KOSPI
100090,SK오션플랜트보통주,SK오션플랜트,SKoceanplant,KR7100090000,KOSPI,KOSPI,주권,-,보통주,500.0,59195568,2023-04-19,KR7100090000,100090,KOSPI
096775,SK이노베이션 1우선주,SK이노베이션우,SK Innovation(1P),KR7096771001,KOSPI,KOSPI,주권,-,구형우선주,5000.0,1248426,2007-07-25,KR7096771001,096775,KOSPI
096770,SK이노베이션 보통주,SK이노베이션,SK Innovation,KR7096770003,KOSPI,KOSPI,주권,-,보통주,5000.0,95735590,2007-07-25,KR7096770003,096770,KOSPI
001515,SK증권1우선주,SK증권우,SKSecurities(1P),KR7001511005,KOSPI,KOSPI,주권,-,구형우선주,500.0,3912514,1989-08-29,KR7001511005,001515,KOSPI
001510,SK증권보통주,SK증권,SKSecurities,KR7001510007,KOSPI,KOSPI,주권,-,보통주,500.0,472590171,1986-09-20,KR7001510007,001510,KOSPI
28513K,SK케미칼1우선주,SK케미칼우,SKCHEMICALS(1P),KR728513K010,KOSPI,KOSPI,주권,-,종류주권,5000.0,2115429,2018-01-05,KR728513K010,28513K,KOSPI
285130,SK케미칼보통주,SK케미칼,SKCHEMICALS,KR7285130001,KOSPI,KOSPI,주권,-,보통주,5000.0,17253783,2018-01-05,KR7285130001,285130,KOSPI
017670,SK텔레콤보통주,SK텔레콤,SKTelecom,KR7017670001,KOSPI,KOSPI,주권,-,보통주,100.0,214790053,1989-11-07,KR7017670001,017670,KOSPI
003570,SNT다이내믹스보통주,SNT다이내믹스,SNT DYNAMICS,KR7003570009,KOSPI,KOSPI,주권,-,보통주,2500.0,33252697,1976-07-08,KR7003570009,003570,KOSPI
064960,SNT모티브보통주,SNT모티브,SNT MOTIV,KR7064960008,KOSPI,KOSPI,주권,-,보통주,5000.0,14623136,2002-03-11,KR7064960008,064960,KOSPI
100840,SNT에너지보통주,SNT에너지,"SNTEnergy Co.,Ltd.",KR7100840008,KOSPI,KOSPI,주권,-,보통주,500.0,20680783,2008-02-22,KR7100840008,100840,KOSPI
036530,SNT홀딩스보통주,SNT홀딩스,SNT Holdings,KR7036530004,KOSPI,KOSPI,주권,-,보통주,500.0,16303886,2002-10-22,KR7036530004,036530,KOSPI
005610,SPC삼립보통주,SPC삼립,SPC SAMLIP,KR7005610001,KOSPI,KOSPI,주권,-,보통주,5000.0,8629009,1975-05-02,KR7005610001,005610,KOSPI
465770,STX그린로지스보통주,STX그린로지스,STX Green Logis,KR7465770006,KOSPI,KOSPI,주권,-,보통주,2500.0,7171032,2023-09-15,KR7465770006,465770,KOSPI
011810,STX보통주,STX,STX,KR7011810009,KOSPI,KOSPI,주권,-,보통주,2500.0,31017927,1990-09-12,KR7011810009,011810,KOSPI
077970,STX엔진보통주,STX엔진,"STXEngineCo.,Ltd",KR7077970002,KOSPI,KOSPI,주권,-,보통주,2500.0,23008904,2004-05-10,KR7077970002,077970,KOSPI
071970,STX중공업보통주,STX중공업,STX Heavy Industries,KR7071970008,KOSPI,KOSPI,주권,-,보통주,2500.0,28552669,2009-05-15,KR7071970008,071970,KOSPI
084870,TBH글로벌보통주,TBH글로벌,TBH GLOBAL,KR7084870005,KOSPI,KOSPI,주권,-,보통주,500.0,20856819,2005-12-19,KR7084870005,084870,KOSPI
002710,TCC스틸보통주,TCC스틸,TCC STEEL,KR7002710002,KOSPI,KOSPI,주권,-,보통주,1000.0,26213697,1984-12-21,KR7002710002,002710,KOSPI
024070,WISCOM보통주,WISCOM,WISCOM,KR7024070005,KOSPI,KOSPI,주권,-,보통주,500.0,15326438,1996-11-22,KR7024070005,024070,KOSPI
000500,가온전선보통주,가온전선,GAONCABLE,KR7000500009,KOSPI,KOSPI,주권,-,보통주,5000.0,7357946,1987-06-08,KR7000500009,000500,KOSPI
000860,강남제비스코보통주,강남제비스코,KANGNAM JEVISCO,KR7000860007,KOSPI,KOSPI,주권,-,보통주,1000.0,6500000,1975-11-12,KR7000860007,000860,KOSPI
035250,강원랜드보통주,강원랜드,"Kangwon Land, Inc.",KR7035250000,KOSPI,KOSPI,주권,-,보통주,500.0,213940500,2003-09-04,KR7035250000,035250,KOSPI
011420,갤럭시아에스엠보통주,갤럭시아에스엠,GALAXIA SM,KR7011420007,KOSPI,KOSPI,주권,-,보통주,500.0,27549644,1989-11-14,KR7011420007,011420,KOSPI
002100,경농보통주,경농,Kyungnong,KR7002100006,KOSPI,KOSPI,주권,-,보통주,500.0,19522575,1977-06-30,KR7002100006,002100,KOSPI
009450,경동나비엔보통주,경동나비엔,KYUNGDONGNAVIEN,KR7009450008,KOSPI,KOSPI,주권,-,보통주,1000.0,14568592,1993-08-31,KR7009450008,009450,KOSPI
267290,경동도시가스보통주,경동도시가스,KYUNGDONG CITY GAS,KR7267290005,KOSPI,KOSPI,주권,-,보통주,2500.0,5895406,2017-05-12,KR7267290005,267290,KOSPI
012320,경동인베스트보통주,경동인베스트,KYUNGDONG INVEST,KR7012320008,KOSPI,KOSPI,주권,-,보통주,5000.0,2365023,1997-03-07,KR7012320008,012320,KOSPI
000050,경방보통주,경방,Kyungbang,KR7000050005,KOSPI,KOSPI,주권,-,보통주,500.0,27415270,1956-03-03,KR7000050005,000050,KOSPI
214390,경보제약보통주,경보제약,"KYONGBO PHARMACEUTICAL CO., LTD.",KR7214390007,KOSPI,KOSPI,주권,-,보통주,500.0,23906860,2015-06-29,KR7214390007,214390,KOSPI
012610,경인양행보통주,경인양행,KyunginSynthetic,KR7012610002,KOSPI,KOSPI,주권,-,보통주,500.0,41616365,1995-10-05,KR7012610002,012610,KOSPI
009140,경인전자보통주,경인전자,KyunginElectronics,KR7009140005,KOSPI,KOSPI,주권,-,보통주,5000.0,1570797,1989-06-20,KR7009140005,009140,KOSPI
013580,계룡건설산업보통주,계룡건설,KyeryongConstructionIndustrial,KR7013580006,KOSPI,KOSPI,주권,-,보통주,5000.0,8930907,1996-01-30,KR7013580006,013580,KOSPI
012205,계양전기1우선주,계양전기우,KeyangElectricMachinery(1P),KR7012201000,KOSPI,KOSPI,주권,-,구형우선주,500.0,1169079,1989-08-02,KR7012201000,012205,KOSPI
012200,계양전기보통주,계양전기,KeyangElectricMachinery,KR7012200002,KOSPI,KOSPI,주권,-,보통주,500.0,27222829,1988-07-06,KR7012200002,012200,KOSPI
002140,고려산업보통주,고려산업,KoreaIndustrial,KR7002140002,KOSPI,KOSPI,주권,-,보통주,1000.0,24939425,1991-01-14,KR7002140002,002140,KOSPI
010130,고려아연보통주,고려아연,KoreaZinc,KR7010130003,KOSPI,KOSPI,주권,-,보통주,5000.0,20703283,1990-07-28,KR7010130003,010130,KOSPI
002240,고려제강보통주,고려제강,KISWire,KR7002240000,KOSPI,KOSPI,주권,-,보통주,1000.0,25000000,1976-05-25,KR7002240000,002240,KOSPI
009290,광동제약보통주,광동제약,KwangdongPharmaceutical,KR7009290008,KOSPI,KOSPI,주권,-,보통주,1000.0,52420851,1989-11-17,KR7009290008,009290,KOSPI
017040,광명전기보통주,광명전기,KWANG MYUNG ELECTRIC,KR7017040007,KOSPI,KOSPI,주권,-,보통주,500.0,43337615,1990-09-14,KR7017040007,017040,KOSPI
017900,광전자보통주,광전자,AUK,KR7017900002,KOSPI,KOSPI,주권,-,보통주,500.0,57943763,1996-10-16,KR7017900002,017900,KOSPI
037710,광주신세계보통주,광주신세계,GwangjuShinsegae,KR7037710001,KOSPI,KOSPI,주권,-,보통주,1000.0,7957190,2002-02-07,KR7037710001,037710,KOSPI
030610,교보증권보통주,교보증권,"KYOBOSECURITIESCO.,LTD.",KR7030610000,KOSPI,KOSPI,주권,-,보통주,5000.0,113962961,2002-07-18,KR7030610000,030610,KOSPI
339770,교촌에프앤비보통주,교촌에프앤비,KYOCHON FOOD&BEVERAGE,KR7339770000,KOSPI,KOSPI,주권,-,보통주,500.0,24982540,2020-11-12,KR7339770000,339770,KOSPI
007690,국도화학보통주,국도화학,KukdoChemical,KR7007690001,KOSPI,KOSPI,주권,-,보통주,5000.0,9010616,1989-08-05,KR7007690001,007690,KOSPI
005320,국동보통주,국동,Kukdong,KR7005320007,KOSPI,KOSPI,주권,-,보통주,500.0,67327897,1996-12-24,KR7005320007,005320,KOSPI
001140,국보보통주,국보,KUKBO,KR7001140003,KOSPI,KOSPI,주권,-,보통주,500.0,15856388,1989-12-02,KR7001140003,001140,KOSPI
002720,국제약품보통주,국제약품,Kukje Pharma,KR7002720001,KOSPI,KOSPI,주권,-,보통주,1000.0,21159832,1975-12-27,KR7002720001,002720,KOSPI
114090,그랜드코리아레저보통주,GKL,Grand Korea Leisure,KR7114090004,KOSPI,KOSPI,주권,-,보통주,500.0,61855670,2009-11-19,KR7114090004,114090,KOSPI
083420,그린케미칼보통주,그린케미칼,GREEN CHEMICAL,KR7083420000,KOSPI,KOSPI,주권,-,보통주,500.0,24000000,2005-10-20,KR7083420000,083420,KOSPI
